stars,text
3,"Thanks to the fab coffee connoisseurs of Yelp Hamburg--danke Euch nochmal!--, I received some great tips on where to go for my third-wave crave while staying in Hamburg.Public, located in Neustadt, was not too terribly far from our digs near the Hauptbahnhof.  We either took a mildly long walk to Public or a short U-Bahn ride; it was that easy.What initially struck me about Public was its atmosphere.  Relaxed and inviting comes to mind when I think of the set-up.  Public is a cosy yet hip spot with wooden tables and chairs, fresh flowers & wee potted cacti, and soft lighting.  Order at the counter, pay straight away or not, then take a seat.  It's just that easy.  If you've questions about the beans, the type of coffee drink you might wish to try, then do avail yourselves of the worker-owners.  They're putting a lot of 'herzblut' into keeping Public stellar and it shows.  Want to further your java knowledge?  Well, start by checking out the detailed 'coffee map' up on the wall to the right of the counter. -facts and figures galore!On one of my many visits, I spoke to a young man who, upon my telling him where I was from, seemed really receptive to my coffee queries.  Between making drinks he'd pop back 'round to my perch at the window and continue the coffee-chat.  I really enjoyed the interaction.  Chit-chat aside, the bevvies are top-notch.  The pastries are lovely, too.  Visitors and locals alike: a trip to Public is in order!Remember: WWJB?"
3,"Bulgogi burger with extra cheddar, twisted fries and pineapple mint shake. Delicious, kind service although the home made fries my kids had were a bit flaccid. Lychee limo was to die for according to my 16 year old! Would definitely come back and try the other special burgers!"
2,"- 20EUR all you can eat (I think that is all they do really) is actually fairly priced in my opinion.- yes agree with some of the reviews here, better sushi can be found elsewhere, however it's a 3 star for me still as the quality is good enough, and service is friendly- yes, cosy place but always have room for baby pushchair in the corner and staff is always friendly and helpful"
4,"Just yummy!Opening times are a bit unusual, and you have to get there early to get a table and/or a certain dish because they only prepare a certain amount of any given dish. They do deliver a few chosen dishes and these are really good!"
0,"They put the chairs upside down in our table while there were 15 min to closing. A good product will not sell if you don't know how to behave , sorry Jim Borrito"
3,Excellent fresh food and impeccable service. Great place for a date. Gnocchi melted in my mouth and small salad looked and tasted great.
4,"it's sad that other people have had not the best experiences here. i can tell you though that it can't be because of the taste or quality of the food, because it's superb. Been there three times and it's some of the best currywurst you can find anywhere. I've tried both the vegan and traditional bio. both were equally good. also the fries are perfect and they don't charge extra for unlimited condiments (which makes sense because the food is slightly pricey)definitely worth it"
4,"The best bar on Hamburger Berg- Rosis is similar to many of the other ""dive"" bars aufm Kiez but it has a special something going on for it which seperates it from the rest of the bars around here. Is is the drinks? Nah, an Astra here costs pretty much the same in every bar near the Reeperbahn. Just dont get caught drinking any other beer. Could it be the atmosphere? Maybe- the wood interior with paintings and lamps straight out of the 60s and 70s certainly lend this place some character. The foosball table and couch also add nice distractions when you dont want to dance. Oh, now that I mention it, its the dancing! People here just want to dance, dance, dance. The DJ on Thursday/weekends is likely spinning old soul 45s (think James Brown) and everyone just gets down, in an unpretentious way. The crowd here is totally not an ""Im here-to-be-seen"" scene. My stand-by when it comes to a night out aufm Kiez. Check it out."
4,"Really nice Mexican place in the schanze! I was initially worried that I'd not find much to eat on the menu given that spicy food and I don't get along very well, but the staff recommended a few dishes I might like and I wasn't disappointed. I had a really nice mexican sandwich with an omelette and avocado - one of the best sandwiches I've had in a while! Recommended for some authentic mexican food for a decent price in the Schanze."
4,"I had a great time here, the bartender knows his job. In the end he made me a Mojito with a Chocolate taste. That was Wonder full. When I'm back in Hamburg i will defintaly go back"
